Date,ID,Did you train today?,Session Type,Duration (min),RPE,Training Load (AU),Daily Training Load Total,Acute Load,Chronic Load,A:C Ratio
6/27/2018,NR,No,,,,,,488.6,361.11,1.35
6/26/2018,NE,Yes,Skills,60,9,540,810,525.7,338.29,1.55
6/26/2018,NE,Yes,Skills,45,6,270,,,,
6/26/2018,NA,Yes,Skills,30,4,120,740,510,367.36,1.39
6/26/2018,NA,Yes,Conditioning,80,7,560,,,,
6/26/2018,NA,Yes,Mobility/Recovery,30,2,60,,,,
6/26/2018,HO,Yes,Skills,60,3,180,950,490.7,384.96,1.27
6/26/2018,HO,Yes,Conditioning,50,10,500,,,,
6/26/2018,HO,Yes,Conditioning,30,9,270,,,,
6/26/2018,LH,Yes,Skills,45,4,180,1250,686.4,461.39,1.49
6/26/2018,LH,Yes,Conditioning,60,10,600,,,,
6/26/2018,LH,Yes,Skills,30,4,120,,,,
6/26/2018,LH,Yes,Conditioning,50,7,350,,,,
6/26/2018,NR,Yes,Conditioning,90,10,900,1320,604.3,391.11,1.55
6/26/2018,NR,Yes,Conditioning,60,7,420,,,,
6/26/2018,ID,Yes,Skills,30,3,90,825,500.7,281.61,1.78
6/26/2018,ID,Yes,Conditioning,60,7,420,,,,
6/26/2018,ID,Yes,Conditioning,45,7,315,,,,
6/26/2018,RE,Yes,Skills,60,9,540,1020,603.6,364.46,1.66
6/26/2018,RE,Yes,Skills,60,8,480,,,,
6/26/2018,NA,Yes,Skills,90,7,630,630,330.7,224.18,1.48
6/26/2018,MW,Yes,Skills,90,9,810,1170,509.3,377.11,1.35
6/26/2018,MW,Yes,Skills,60,6,360,,,,
6/26/2018,IP,Yes,Skills,60,8,480,840,527.1,315.79,1.67
6/26/2018,IP,Yes,Skills,45,8,360,,,,
6/26/2018,TN,Yes,Skills,30,3,90,360,454.3,372.96,1.22
6/26/2018,TN,Yes,Conditioning,45,6,270,,,,
6/25/2018,HO,Yes,Speed,45,5,225,1025,355,355.32,1
6/25/2018,HO,Yes,Skills,90,3,270,,,,
6/25/2018,HO,Yes,Strength,80,6,480,,,,
6/25/2018,HO,Yes,Mobility/Recovery,30,0,0,,,,
6/25/2018,HO,Yes,Combat,10,5,50,,,,
6/25/2018,NA,Yes,Skills,60,3,180,655,404.3,350.21,1.15
6/25/2018,NA,Yes,Speed,30,3,90,,,,
6/25/2018,NA,Yes,Strength,45,5,225,,,,
6/25/2018,NA,Yes,Combat,20,4,80,,,,
6/25/2018,NA,Yes,Mobility/Recovery,40,2,80,,,,
6/25/2018,TM,Yes,Speed,60,3,180,960,137.1,100.68,1.36
6/25/2018,TM,Yes,Skills,60,3,180,,,,
6/25/2018,TM,Yes,Strength,120,5,600,,,,
6/25/2018,ID,Yes,Speed,60,5,300,1020,382.9,265.36,1.44
6/25/2018,ID,Yes,Skills,90,4,360,,,,
6/25/2018,ID,Yes,Strength,90,4,360,,,,
6/25/2018,NR,Yes,Speed,45,5,225,945,415.7,343.96,1.21
6/25/2018,NR,Yes,Skills,60,3,180,,,,
6/25/2018,NR,Yes,Strength,90,6,540,,,,
6/25/2018,NA,Yes,Speed,30,4,120,570,240.7,203.11,1.19
6/25/2018,NA,Yes,Skills,70,3,210,,,,
6/25/2018,NA,Yes,Strength,80,3,240,,,,
6/25/2018,AN,No,,,,,,355.7,382.36,0.93
6/25/2018,NE,Yes,Speed,50,5,250,905,410,309.36,1.33
6/25/2018,NE,Yes,Skills,60,3,180,,,,
6/25/2018,NE,Yes,Strength,95,5,475,,,,
6/25/2018,NL,Yes,Speed,50,5,250,1030,147.1,367.46,0.4
6/25/2018,NL,Yes,Skills,80,3,240,,,,
6/25/2018,NL,Yes,Strength,90,6,540,,,,
6/25/2018,TN,Yes,Speed,60,6,360,1200,402.9,378.32,1.06
6/25/2018,TN,Yes,Skills,75,4,300,,,,
6/25/2018,TN,Yes,Strength,90,6,540,,,,
6/25/2018,IP,Yes,Speed,45,6,270,1080,407.1,291.14,1.4
6/25/2018,IP,Yes,Skills,90,3,270,,,,
6/25/2018,IP,Yes,Strength,90,6,540,,,,
6/25/2018,LH,Yes,Speed,60,5,300,1250,507.9,423.18,1.2
6/25/2018,LH,Yes,Skills,90,3,270,,,,
6/25/2018,LH,Yes,Strength,70,8,560,,,,
6/25/2018,LH,Yes,Combat,30,4,120,,,,
6/25/2018,TS,Yes,Speed,90,3,270,990,413.6,147.82,2.8
6/25/2018,TS,Yes,Skills,90,3,270,,,,
6/25/2018,TS,Yes,Strength,90,5,450,,,,
6/25/2018,RE,Yes,Speed,45,6,270,1490,460,332.32,1.38
6/25/2018,RE,Yes,Skills,90,5,450,,,,
6/25/2018,RE,Yes,Strength,110,7,770,,,,
6/25/2018,MW,Yes,Speed,40,7,280,1120,342.1,361.04,0.95
6/25/2018,MW,Yes,Skills,60,3,180,,,,
6/25/2018,MW,Yes,Strength,90,7,630,,,,
6/25/2018,MW,Yes,Combat,10,3,30,,,,
6/24/2018,NA,No,,,,,,465,343.25,1.35
6/24/2018,RE,No,,,,,,230.7,255.89,0.9
6/24/2018,MW,No,,,,,,182.1,327.46,0.56
6/24/2018,TN,No,,,,,,355.7,346.18,1.03
6/24/2018,HO,No,,,,,,354.3,338,1.05
6/24/2018,NA,No,,,,,,305,200.25,1.52
6/24/2018,NR,No,,,,,,437.1,331.11,1.32
6/24/2018,AN,No,,,,,,559.3,411.29,1.36
6/24/2018,LH,No,,,,,,496.4,392.82,1.26
6/23/2018,LH,No,,,,,,682.9,433.54,1.58
6/23/2018,RE,No,,,,,,379.3,277.86,1.37
6/23/2018,MW,No,,,,,,182.1,372.64,0.49
6/23/2018,TN,No,,,,,,355.7,386.89,0.92
6/23/2018,HO,No,,,,,,495.7,368.71,1.34
6/23/2018,NR,No,,,,,,580.7,355.21,1.63
6/23/2018,NA,No,,,,,,389.3,221.68,1.76
6/23/2018,AN,No,,,,,,726.4,444.5,1.63
6/22/2018,LH,Yes,Speed,60,5,300,1185,682.9,433.54,1.58
6/22/2018,LH,Yes,Skills,30,4,120,,,,
6/22/2018,LH,Yes,Conditioning,60,9,540,,,,
6/22/2018,LH,Yes,Strength,45,5,225,,,,
6/22/2018,RE,Yes,Speed,50,4,200,1070,532.1,316.07,1.68
6/22/2018,RE,Yes,Skills,60,7,420,,,,
6/22/2018,RE,Yes,Strength,75,6,450,,,,
6/22/2018,IP,Yes,Speed,45,5,225,855,512.1,278.29,1.84
6/22/2018,IP,Yes,Skills,60,6,360,,,,
6/22/2018,IP,Yes,Strength,45,6,270,,,,
6/22/2018,NA,Yes,Speed,45,5,225,1265,605.7,372.18,1.63
6/22/2018,NA,Yes,Skills,20,4,80,,,,
6/22/2018,NA,Yes,Conditioning,60,8,480,,,,
6/22/2018,NA,Yes,Strength,80,6,480,,,,
6/22/2018,ID,Yes,Speed,60,3,180,900,237.1,280.89,0.84
6/22/2018,ID,Yes,Skills,60,8,480,,,,
6/22/2018,ID,Yes,Strength,60,4,240,,,,
6/22/2018,NA,Yes,Speed,60,3,180,710,389.3,221.68,1.76
6/22/2018,NA,Yes,Skills,90,5,450,,,,
6/22/2018,NA,Yes,Strength,40,2,80,,,,
6/22/2018,TN,Yes,Speed,60,5,300,1050,355.7,386.89,0.92
6/22/2018,TN,Yes,Conditioning,30,7,210,,,,
6/22/2018,TN,Yes,Strength,90,6,540,,,,
6/22/2018,NE,Yes,Speed,50,5,250,1170,419.3,300.61,1.39
6/22/2018,NE,Yes,Skills,75,8,600,,,,
6/22/2018,NE,Yes,Strength,80,4,320,,,,
6/22/2018,HO,Yes,Speed,45,4,180,660,495.7,368.71,1.34
6/22/2018,HO,Yes,Skills,30,3,90,,,,
6/22/2018,HO,Yes,Conditioning,30,9,270,,,,
6/22/2018,HO,Yes,Strength,30,4,120,,,,
6/22/2018,HO,Yes,Mobility/Recovery,60,0,0,,,,
6/22/2018,AN,Yes,Speed,60,4,240,1680,726.4,444.5,1.63
6/22/2018,AN,Yes,Skills,90,10,900,,,,
6/22/2018,AN,Yes,Strength,90,6,540,,,,
6/22/2018,TS,Yes,Speed,90,4,360,1275,366.4,121.75,3.01
6/22/2018,TS,Yes,Skills,90,5,450,,,,
6/22/2018,TS,Yes,Conditioning,15,7,105,,,,
6/22/2018,TS,Yes,Strength,90,4,360,,,,
6/22/2018,MW,Yes,Speed,45,5,225,1275,249.9,372.64,0.67
6/22/2018,MW,Yes,Skills,60,7,420,,,,
6/22/2018,MW,Yes,Strength,90,7,630,,,,
6/22/2018,NR,Yes,Speed,45,3,135,1155,580.7,355.21,1.63
6/22/2018,NR,Yes,Skills,90,8,720,,,,
6/22/2018,NR,Yes,Strength,60,5,300,,,,
6/21/2018,NA,Yes,Skills,80,5,400,910,425,327,1.3
6/21/2018,NA,Yes,Mobility/Recovery,50,3,150,,,,
6/21/2018,NA,Yes,Strength,60,6,360,,,,
6/21/2018,IP,Yes,Mobility/Recovery,30,0.5,15,915,390,247.75,1.57
6/21/2018,IP,Yes,Skills,90,5,450,,,,
6/21/2018,IP,Yes,Strength,75,6,450,,,,
6/21/2018,NE,Yes,Mobility/Recovery,45,1,45,795,252.1,258.82,0.97
6/21/2018,NE,Yes,Skills,75,5,375,,,,
6/21/2018,NE,Yes,Strength,75,5,375,,,,
6/21/2018,HO,Yes,Mobility/Recovery,45,0,0,800,401.4,345.14,1.16
6/21/2018,HO,Yes,Skills,90,5,450,,,,
6/21/2018,HO,Yes,Strength,70,5,350,,,,
6/21/2018,ID,Yes,Skills,90,4,360,760,108.6,248.75,0.44
6/21/2018,ID,Yes,Strength,100,4,400,,,,
6/21/2018,RE,Yes,Mobility/Recovery,60,0.5,30,645,379.3,277.86,1.37
6/21/2018,RE,Yes,Skills,60,4,240,,,,
6/21/2018,RE,Yes,Strength,75,5,375,,,,
6/21/2018,LH,Yes,Mobility/Recovery,30,3,90,1120,513.6,391.21,1.31
6/21/2018,LH,Yes,Skills,80,5,400,,,,
6/21/2018,LH,Yes,Strength,90,7,630,,,,
6/21/2018,AN,Yes,Skills,90,4,360,810,486.4,384.5,1.27
6/21/2018,AN,Yes,Strength,90,5,450,,,,
6/21/2018,TN,Yes,Mobility/Recovery,30,1,30,570,205.7,349.39,0.59
6/21/2018,TN,Yes,Strength,90,6,540,,,,
6/21/2018,NR,Yes,Skills,90,3,270,810,415.7,313.96,1.32
6/21/2018,NR,Yes,Strength,90,6,540,,,,
6/21/2018,NA,Yes,Mobility/Recovery,30,0.5,15,405,287.9,196.32,1.47
6/21/2018,NA,Yes,Skills,90,2,180,,,,
6/21/2018,NA,Yes,Strength,70,3,210,,,,
6/21/2018,TS,Yes,Mobility/Recovery,30,1,30,630,184.3,76.21,2.42
6/21/2018,TS,Yes,Skills,90,4,360,,,,
6/21/2018,TS,Yes,Strength,60,4,240,,,,
6/20/2018,RE,Yes,Mobility/Recovery,30,0.5,15,15,289.3,256.07,1.13
6/20/2018,HO,Yes,Mobility/Recovery,20,0,0,0,420,348,1.21
6/20/2018,NA,No,,,,,,434.3,294.5,1.47
6/20/2018,LH,No,,,,,,526.4,389.43,1.35
6/20/2018,NR,No,,,,,,422.1,318.25,1.33
6/20/2018,ID,No,,,,,,,255.54,
6/20/2018,NA,No,,,,,,281.4,214.71,1.31
6/20/2018,TS,No,,,,,,94.3,53.71,1.76
6/20/2018,TN,No,,,,,,295.7,382.61,0.77
6/19/2018,RE,Yes,Skills,65,8,520,955,506.4,324.11,1.56
6/19/2018,RE,Yes,Skills,60,7,420,,,,
6/19/2018,RE,Yes,Mobility/Recovery,30,0.5,15,,,,
6/19/2018,HO,Yes,Skills,60,3,180,1020,534.3,377.46,1.42
6/19/2018,HO,Yes,Conditioning,60,10,600,,,,
6/19/2018,HO,Yes,Conditioning,30,8,240,,,,
6/19/2018,HO,Yes,Mobility/Recovery,30,0,0,,,,
6/19/2018,IP,Yes,Conditioning,30,8,240,645,445.7,279.89,1.59
6/19/2018,IP,Yes,Skills,30,6,180,,,,
6/19/2018,IP,Yes,Skills,45,5,225,,,,
6/19/2018,NR,Yes,Skills,75,9,675,1095,482.1,350.39,1.38
6/19/2018,NR,Yes,Skills,60,7,420,,,,
6/19/2018,TN,Yes,Conditioning,60,8,480,870,411.4,430.82,0.95
6/19/2018,TN,Yes,Conditioning,30,8,240,,,,
6/19/2018,TN,Yes,Strength,30,5,150,,,,
6/19/2018,NA,Yes,Skills,90,8,720,1020,281.4,238.29,1.18
6/19/2018,NA,Yes,Skills,60,5,300,,,,
6/19/2018,AN,Yes,Skills,90,10,900,1425,621.4,452.54,1.37
6/19/2018,AN,Yes,Skills,60,8,480,,,,
6/19/2018,AN,Yes,Mobility/Recovery,45,1,45,,,,
6/19/2018,LH,Yes,Skills,30,3,90,1170,631.4,426.93,1.48
6/19/2018,LH,Yes,Conditioning,60,9,540,,,,
6/19/2018,LH,Yes,Skills,30,4,120,,,,
6/19/2018,LH,Yes,Conditioning,60,7,420,,,,
6/19/2018,NA,Yes,Conditioning,60,9,540,1080,528.6,325.75,1.62
6/19/2018,NA,Yes,Skills,45,4,180,,,,
6/19/2018,NA,Yes,Conditioning,60,6,360,,,,
6/19/2018,TS,Yes,Conditioning,30,10,300,660,154.3,69.79,2.21
6/19/2018,TS,Yes,Skills,15,8,120,,,,
6/19/2018,TS,Yes,Conditioning,30,8,240,,,,
6/18/2018,TM,Yes,Speed,40,4,160,895,224.3,119.96,1.87
6/18/2018,TM,Yes,Skills,90,3,270,,,,
6/18/2018,TM,Yes,Strength,90,5,450,,,,
6/18/2018,TM,Yes,Mobility/Recovery,30,0.5,15,,,,
6/18/2018,RE,Yes,Speed,45,6,270,1040,370,296.43,1.25
6/18/2018,RE,Yes,Skills,70,2,140,,,,
6/18/2018,RE,Yes,Strength,90,7,630,,,,
6/18/2018,NA,Yes,Skills,90,4,360,985,374.3,301.46,1.24
6/18/2018,NA,Yes,Speed,45,5,225,,,,
6/18/2018,NA,Yes,Strength,60,6,360,,,,
6/18/2018,NA,Yes,Mobility/Recovery,20,2,40,,,,
6/18/2018,NE,Yes,Speed,50,5,250,970,374.3,265.79,1.41
6/18/2018,NE,Yes,Skills,60,3,180,,,,
6/18/2018,NE,Yes,Strength,90,6,540,,,,
6/18/2018,NL,Yes,Speed,60,5,300,960,407.1,373.36,1.09
6/18/2018,NL,Yes,Skills,70,3,210,,,,
6/18/2018,NL,Yes,Strength,90,5,450,,,,
6/18/2018,HO,Yes,Speed,45,6,270,990,388.6,347.46,1.12
6/18/2018,HO,Yes,Skills,90,3,270,,,,
6/18/2018,HO,Yes,Strength,90,5,450,,,,
6/18/2018,HO,Yes,Mobility/Recovery,30,0,0,,,,
6/18/2018,LH,Yes,Speed,60,6,360,1305,464.3,385.14,1.21
6/18/2018,LH,Yes,Skills,75,3,225,,,,
6/18/2018,LH,Yes,Strength,90,8,720,,,,
6/18/2018,NR,Yes,Speed,45,5,225,1005,325.7,317.71,1.03
6/18/2018,NR,Yes,Skills,60,3,180,,,,
6/18/2018,NR,Yes,Strength,100,6,600,,,,
6/18/2018,IP,Yes,Speed,45,6,270,1170,353.6,256.86,1.38
6/18/2018,IP,Yes,Skills,90,4,360,,,,
6/18/2018,IP,Yes,Strength,90,6,540,,,,
6/18/2018,AN,Yes,Speed,45,6,270,1170,417.9,407.54,1.03
6/18/2018,AN,Yes,Skills,90,3,270,,,,
6/18/2018,AN,Yes,Strength,90,7,630,,,,
6/18/2018,MW,No,,,,,,567,360.5,1.57
6/18/2018,NA,Yes,Speed,50,3,150,590,135.7,206.14,0.66
6/18/2018,NA,Yes,Skills,40,2,80,,,,
6/18/2018,NA,Yes,Strength,90,4,360,,,,
6/18/2018,TN,No,,,,,,287.1,406.18,0.71
6/17/2018,RE,No,,,,,,82.9,258.93,0.32
6/17/2018,HO,No,,,,,,247.1,343.71,0.72
6/17/2018,NR,No,,,,,,182.1,307.54,0.59
6/17/2018,NA,No,,,,,,51.4,222.57,0.23
6/17/2018,MW,Yes,Game,14,8,112,474,567,360.5,1.57
6/17/2018,MW,Yes,Game,14,8,112,,,,
6/17/2018,MW,Yes,Skills,50,5,250,,,,
6/17/2018,AN,No,,,,,,250.7,411.82,0.61
6/17/2018,TM,No,,,,,,96.4,101.93,0.95
6/17/2018,LH,No,,,,,,277.9,379.43,0.73
6/17/2018,TN,No,,,,,,287.1,422.25,0.68
6/16/2018,RE,No,,,,,,82.9,280,0.3
6/16/2018,MW,Yes,Game,14,7,98,840,724.3,379.64,1.91
6/16/2018,MW,Yes,Game,14,8,112,,,,
6/16/2018,MW,Yes,Game,14,7,98,,,,
6/16/2018,MW,Yes,Skills,40,4,160,,,,
6/16/2018,MW,Yes,Skills,30,4,120,,,,
6/16/2018,MW,Yes,Skills,20,3,60,,,,
6/16/2018,MW,Yes,Skills,20,4,80,,,,
6/16/2018,AN,No,,,,,,83.6,402.18,0.21
6/16/2018,NA,No,,,,,,51.4,249.71,0.21
6/16/2018,NR,No,,,,,,209.6,330.93,0.63
6/16/2018,HO,No,,,,,,247.1,370.5,0.67
6/16/2018,LH,No,,,,,,277.9,412.29,0.67
6/16/2018,TN,No,,,,,,287.1,465.11,0.62
6/15/2018,MW,Yes,Skills,60,5,300,300,604.3,349.64,1.73
6/15/2018,NA,Yes,Speed,30,2,60,360,74,249.71,0.3
6/15/2018,NA,Yes,Skills,60,3,180,,,,
6/15/2018,NA,Yes,Strength,60,2,120,,,,
6/15/2018,RE,Yes,Speed,50,6,300,970,237.1,314.64,0.75
6/15/2018,RE,Yes,Skills,65,6,390,,,,
6/15/2018,RE,Yes,Strength,70,4,280,,,,
6/15/2018,NE,Yes,Speed,45,5,225,975,384.6,283.11,1.36
6/15/2018,NE,Yes,Skills,60,5,300,,,,
6/15/2018,NE,Yes,Strength,90,5,450,,,,
6/15/2018,NL,Yes,Speed,40,5,200,1140,503.6,339.07,1.49
6/15/2018,NL,Yes,Conditioning,50,8,400,,,,
6/15/2018,NL,Yes,Strength,90,6,540,,,,
6/15/2018,HO,Yes,Speed,40,5,200,930,281.9,370.5,0.76
6/15/2018,HO,Yes,Skills,40,4,160,,,,
6/15/2018,HO,Yes,Conditioning,30,9,270,,,,
6/15/2018,HO,Yes,Strength,60,5,300,,,,
6/15/2018,HO,Yes,Mobility/Recovery,30,0,0,,,,
6/15/2018,NR,Yes,Speed,45,4,180,855,209.6,330.93,0.63
6/15/2018,NR,Yes,Skills,60,5,300,,,,
6/15/2018,NR,Yes,Strength,75,5,375,,,,
6/15/2018,TM,Yes,Speed,45,3,135,675,110.1,101.93,1.08
6/15/2018,TM,Yes,Skills,60,5,300,,,,
6/15/2018,TM,Yes,Strength,60,4,240,,,,
6/15/2018,AN,Yes,Speed,45,4,180,1170,282.4,443.96,0.64
6/15/2018,AN,Yes,Skills,90,6,540,,,,
6/15/2018,AN,Yes,Strength,90,5,450,,,,
6/15/2018,TN,Yes,Speed,60,5,300,1200,337.1,465.11,0.72
6/15/2018,TN,Yes,Conditioning,60,6,360,,,,
6/15/2018,TN,Yes,Strength,90,6,540,,,,
6/15/2018,IP,Yes,Speed,45,5,225,705,200.7,254.71,0.79
6/15/2018,IP,Yes,Skills,60,5,300,,,,
6/15/2018,IP,Yes,Strength,45,4,180,,,,
6/15/2018,NA,Yes,Speed,40,5,200,975,255.9,330.93,0.77
6/15/2018,NA,Yes,Skills,30,4,120,,,,
6/15/2018,NA,Yes,Conditioning,45,7,315,,,,
6/15/2018,NA,Yes,Strength,60,5,300,,,,
6/15/2018,NA,Yes,Mobility/Recovery,20,2,40,,,,
6/15/2018,LH,Yes,Speed,60,6,360,1210,293.6,412.29,0.71
6/15/2018,LH,Yes,Skills,40,3,120,,,,
6/15/2018,LH,Yes,Conditioning,40,7,280,,,,
6/15/2018,LH,Yes,Strength,75,6,450,,,,
6/14/2018,MW,Yes,Skills,120,6,720,855,561.4,338.93,1.66
6/14/2018,MW,Yes,Skills,45,3,135,,,,
6/14/2018,HO,Yes,Skills,90,5,450,800,217,340.5,0.64
6/14/2018,HO,Yes,Strength,70,5,350,,,,
6/14/2018,HO,Yes,Mobility/Recovery,15,0,0,,,,
6/14/2018,AN,Yes,Skills,90,4,360,585,166.4,402.18,0.41
6/14/2018,AN,Yes,Strength,75,3,225,,,,
6/14/2018,NE,Yes,Skills,75,4,300,675,245.3,248.29,0.99
6/14/2018,NE,Yes,Strength,75,5,375,,,,
6/14/2018,NA,Yes,Skills,90,4,360,660,116.6,296.11,0.39
6/14/2018,NA,Yes,Strength,60,5,300,,,,
6/14/2018,IP,Yes,Skills,60,5,300,600,100,229.54,0.44
6/14/2018,IP,Yes,Strength,60,5,300,,,,
6/14/2018,ID,Yes,Speed,60,4,240,660,175.7,337.71,0.52
6/14/2018,ID,Yes,Skills,30,2,60,,,,
6/14/2018,ID,Yes,Strength,90,4,360,,,,
6/14/2018,LH,Yes,Skills,90,4,360,735,165,369.07,0.45
6/14/2018,LH,Yes,Strength,75,5,375,,,,
6/14/2018,TN,Yes,Skills,90,4,360,810,265.7,422.25,0.63
6/14/2018,TN,Yes,Strength,90,5,450,,,,
6/14/2018,NL,Yes,Speed,40,5,200,750,340.7,298.36,1.14
6/14/2018,NL,Yes,Skills,90,3,270,,,,
6/14/2018,NL,Yes,Strength,70,4,280,,,,
6/14/2018,RE,Yes,Skills,60,3,180,580,132.6,280,0.47
6/14/2018,RE,Yes,Strength,120,3,360,,,,
6/14/2018,RE,Yes,Mobility/Recovery,40,1,40,,,,
6/14/2018,TS,Yes,Skills,90,3,270,420,83.4,65.86,1.27
6/14/2018,TS,Yes,Strength,50,3,150,,,,
6/14/2018,NR,Yes,Skills,60,3,180,420,143,305.21,0.47
6/14/2018,NR,Yes,Strength,60,4,240,,,,
6/14/2018,NA,No,,,,,,22.6,248.64,0.09
6/13/2018,MW,Yes,Skills,120,7,840,1500,439.3,308.39,1.42
6/13/2018,MW,Yes,Speed,60,7,420,,,,
6/13/2018,MW,Yes,Skills,60,4,240,,,,
6/13/2018,NA,No,,,,,,98,290.57,0.34
6/13/2018,TS,No,,,,,,23.4,50.86,0.46
6/13/2018,HO,Yes,Mobility/Recovery,50,0,0,0,196.3,322.64,0.61
6/13/2018,ID,No,,,,,,81.4,322.36,0.25
6/13/2018,RE,No,,,,,,105.4,277.14,0.38
6/13/2018,TN,No,,,,,,272.6,409.39,0.67
6/13/2018,LH,No,,,,,,193.4,354.25,0.55
6/12/2018,NL,Yes,Skills,60,3,180,690,416.4,271.57,1.53
6/12/2018,NL,Yes,Conditioning,30,9,270,,,,
6/12/2018,NL,Yes,Conditioning,30,8,240,,,,
6/12/2018,MW,No,,,,,,225,258.39,0.87
6/12/2018,NA,No,,,,,,98,304.5,0.32
6/12/2018,TS,No,,,,,,23.4,50.86,0.46
6/12/2018,HO,No,,,,,,239.1,330.14,0.72
6/12/2018,NA,No,,,,,,103.1,252.39,0.41
6/12/2018,AN,No,,,,,,258.7,381.29,0.68
6/12/2018,TN,No,,,,,,315.4,419.04,0.75
6/12/2018,RE,No,,,,,,126.1,276.43,0.46
6/12/2018,NR,No,,,,,,178,300.21,0.59
6/12/2018,LH,No,,,,,,247,367.11,0.67
6/11/2018,NL,Yes,Speed,45,3,135,945,329.9,246.93,1.34
6/11/2018,NL,Yes,Skills,60,6,360,,,,
6/11/2018,NL,Yes,Strength,90,5,450,,,,
6/11/2018,TS,No,,,,,,23.4,50.86,0.46
6/11/2018,HO,No,,,,,,239.1,336.75,0.71
6/11/2018,NA,No,,,,,,103.1,259.89,0.4
6/11/2018,AN,No,,,,,,263,381.29,0.69
6/11/2018,ID,Yes,Speed,70,3,210,570,184.3,331.64,0.56
6/11/2018,ID,Yes,Strength,90,4,360,,,,
6/11/2018,MW,Yes,Speed,45,7,315,1575,225,264.82,0.85
6/11/2018,MW,Yes,Skills,90,8,720,,,,
6/11/2018,MW,Yes,Strength,90,6,540,,,,
6/11/2018,NR,Yes,Skills,20,4,80,192,178,313.79,0.57
6/11/2018,NR,Yes,Game,14,8,112,,,,
6/11/2018,NE,Yes,Game,30,7,210,210,251.7,224.18,1.12
6/11/2018,TM,Yes,Game,12,8,96,96,41.3,86.39,0.48
6/11/2018,NA,Yes,Game,4,4,16,156,98,309.86,0.32
6/11/2018,NA,Yes,Skills,20,4,80,,,,
6/11/2018,NA,Yes,Mobility/Recovery,30,2,60,,,,
6/11/2018,TS,Yes,Game,14,7,98,98,23.4,50.86,0.46
6/11/2018,TN,No,,,,,,315.4,435.11,0.72
6/11/2018,RE,No,,,,,,126.1,285.71,0.44
6/11/2018,AA,Yes,Speed,45,3,135,735,113.6,138.21,0.82
6/11/2018,AA,Yes,Skills,60,5,300,,,,
6/11/2018,AA,Yes,Strength,75,4,300,,,,
6/11/2018,NA,No,,,,,,103.1,259.89,0.4
6/11/2018,LH,No,,,,,,247,376.04,0.66
6/10/2018,IP,Yes,Skills,20,5,100,100,142.4,246.14,0.58
6/10/2018,RE,Yes,Skills,20,4,80,110,199.7,290.71,0.69
6/10/2018,RE,Yes,Mobility/Recovery,60,0.5,30,,,,
6/10/2018,AN,Yes,Game,37,6,222,222,325.1,381.29,0.85
6/10/2018,TN,Yes,Skills,30,6,180,350,396.9,439.39,0.9
6/10/2018,TN,Yes,Game,14,10,140,,,,
6/10/2018,TN,Yes,Mobility/Recovery,30,1,30,,,,
6/10/2018,NE,Yes,Game,104,8,832,832,281.7,216.68,1.3
6/10/2018,NA,Yes,Skills,30,2,60,158,154.6,259.89,0.59
6/10/2018,NA,Yes,Game,14,7,98,,,,
6/10/2018,LH,Yes,Game,11,10,110,110,313.4,378.18,0.83
6/10/2018,HO,Yes,Game,27,9,243,243,316.3,336.75,0.94
6/9/2018,NR,Yes,Skills,40,4,160,389,304.9,306.93,0.99
6/9/2018,NR,Yes,Game,14,8,112,,,,
6/9/2018,NR,Yes,Game,13,9,117,,,,
6/9/2018,RE,Yes,Skills,40,4,160,238,190.4,286.79,0.66
6/9/2018,RE,Yes,Game,8,6,48,,,,
6/9/2018,RE,Yes,Mobility/Recovery,30,1,30,,,,
6/9/2018,AN,Yes,Game,37,7,259,358,293.4,373.36,0.79
6/9/2018,AN,Yes,Game,33,3,99,,,,
6/9/2018,TN,Yes,Skills,60,6,360,700,346.9,426.89,0.81
6/9/2018,TN,Yes,Game,14,10,140,,,,
6/9/2018,TN,Yes,Mobility/Recovery,30,2,60,,,,
6/9/2018,HO,Yes,Mobility/Recovery,25,0,0,476,284.4,328.07,0.87
6/9/2018,HO,Yes,Game,28,9,252,,,,
6/9/2018,HO,Yes,Game,28,8,224,,,,
6/9/2018,TS,Yes,Game,2,4,8,66,9.4,47.36,0.2
6/9/2018,TS,Yes,Game,3,6,18,,,,
6/9/2018,TS,Yes,Game,5,8,40,,,,
6/9/2018,LH,Yes,Game,11,10,110,310,302,374.25,0.81
6/9/2018,LH,Yes,Game,11,10,110,,,,
6/9/2018,LH,Yes,Mobility/Recovery,45,2,90,,,,
6/8/2018,LH,Yes,Game,35,8,280,934,257.7,401,0.64
6/8/2018,LH,Yes,Game,29,6,174,,,,
6/8/2018,LH,Yes,Game,40,10,400,,,,
6/8/2018,LH,Yes,Mobility/Recovery,40,2,80,,,,
6/8/2018,AN,Yes,Game,42,9,378,991,242.3,360.57,0.67
6/8/2018,AN,Yes,Game,40,7,280,,,,
6/8/2018,AN,Yes,Game,37,9,333,,,,
6/8/2018,HO,Yes,Mobility/Recovery,20,0,0,655,216.4,341.36,0.63
6/8/2018,HO,Yes,Game,27,8,216,,,,
6/8/2018,HO,Yes,Game,28,7,196,,,,
6/8/2018,HO,Yes,Game,27,9,243,,,,
6/8/2018,TN,Yes,Skills,90,6,540,858,246.9,401.89,0.61
6/8/2018,TN,Yes,Game,14,8,112,,,,
6/8/2018,TN,Yes,Game,12,8,96,,,,
